# HELP cadvisor_version_info A metric with a constant '1' value labeled by kernel version, OS version, docker version, cadvisor version & cadvisor revision.
# TYPE cadvisor_version_info gauge
cadvisor_version_info{cadvisorRevision="6f3f25ba",cadvisorVersion="v0.49.1",dockerVersion="",kernelVersion="6.6.87.2-microsoft-standard-WSL2",osVersion="Alpine Linux v3.18"} 1
# HELP container_blkio_device_usage_total Blkio Device bytes usage
# TYPE container_blkio_device_usage_total counter
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wslg",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/dev/shm",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wslg",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/lock",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/shm",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/user",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/tmp/.X11-unix",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run",id="/"} 1.254436864e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wslg",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/shm",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/telemetry",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/tmp",id="/"} 1.254436864e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/var",id="/"} 6.27218432e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev",id="/"} 6.7108864e+07 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev/shm",id="/"} 6.7108864e+07 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run",id="/"} 1.254436864e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/desktop/mnt/host/wsl",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/desktop/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/desktop/mnt/host/wslg",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/guest-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/host-services",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/shm",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/run/telemetry",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="none_0-29",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="none_0-40",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="none_0-46",id="/"} 6.272180224e+09 1774266321495
container_fs_limit_bytes{device="overlay_0-128",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-133",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-136",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-137",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-139",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-141",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-146",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-151",id="/"} 1.081101176832e+12 1774266321495
container_fs_limit_bytes{device="overlay_0-72",id="/"} 6.272180224e+09 1774266321495
# HELP container_fs_read_seconds_total Cumulative count of seconds spent reading
# TYPE container_fs_read_seconds_total counter
container_fs_read_seconds_total{device="/dev",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/dev/sdd",id="/"} 7.68e-06 1774266321495
container_fs_read_seconds_total{device="/dev/sde",id="/"} 0.003163014 1774266321495
container_fs_read_seconds_total{device="/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/host_mnt",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/run",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/run/lock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/run/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/run/user",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/parent-distro/tmp/.X11-unix",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/desktop/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/desktop/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/desktop/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/run/telemetry",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/tmp",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/var",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/rootfs/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/desktop/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/desktop/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/desktop/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/run/telemetry",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/host_mnt",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/dev/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/mnt/host/wslg",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/lock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/shm",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/run/user",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/parent-distro/tmp/.X11-unix",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop-bind-mounts/Ubuntu/docker.sock",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/guest-services",id="/"} 0 1774266321495
container_fs_read_seconds_total{device="/var/lib/docker/rootfs/overlayfs/da3819a620d9ccb7def2c25d62db4669969b65dd70c8d2a4064136b3b9d192d9/rootfs/run/desktop/mnt/host/wsl/docker-desktop/shared-sockets/host-services",id="/"} 0 1774266321495
